1.0 0.0
0.98429 0.00283
0.96859 0.00559
0.95289 0.0083
0.93721 0.01096
0.92154 0.01357
0.90589 0.01612
0.89027 0.01861
0.87467 0.02106
0.8591 0.02346
0.84357 0.0258
0.82807 0.0281
0.81262 0.03034
0.79721 0.03254
0.78186 0.03469
0.76655 0.03678
0.75131 0.03883
0.73613 0.04083
0.72101 0.04278
0.70596 0.04468
0.69098 0.04653
0.67608 0.04833
0.66126 0.05008
0.64653 0.05177
0.63188 0.05341
0.61732 0.055
0.60285 0.05654
0.58849 0.05802
0.57422 0.05945
0.56006 0.06082
0.54601 0.06213
0.53207 0.06338
0.51825 0.06458
0.50454 0.06571
0.49096 0.06679
0.4775 0.0678
0.46417 0.06875
0.45098 0.06963
0.43792 0.07045
0.42499 0.07121
0.41221 0.0719
0.39958 0.07252
0.38709 0.07307
0.37476 0.07356
0.36258 0.07397
0.35055 0.07432
0.33869 0.0746
0.32699 0.0748
0.31545 0.07494
0.30409 0.075
0.29289 0.075
0.28187 0.07492
0.27103 0.07477
0.26037 0.07455
0.24989 0.07426
0.23959 0.07389
0.22949 0.07346
0.21957 0.07296
0.20984 0.07238
0.20032 0.07174
0.19098 0.07103
0.18185 0.07025
0.17292 0.0694
0.16419 0.06849
0.15567 0.06751
0.14736 0.06647
0.13926 0.06537
0.13137 0.0642
0.12369 0.06298
0.11623 0.06169
0.10899 0.06035
0.10197 0.05895
0.09517 0.05749
0.0886 0.05598
0.08225 0.05442
0.07612 0.05281
0.07022 0.05114
0.06456 0.04943
0.05912 0.04768
0.05391 0.04588
0.04894 0.04403
0.04421 0.04214
0.03971 0.04022
0.03544 0.03825
0.03142 0.03625
0.02763 0.03421
0.02408 0.03213
0.02078 0.03002
0.01771 0.02788
0.01489 0.02571
0.01231 0.0235
0.00998 0.02127
0.00789 0.01901
0.00604 0.01672
0.00444 0.01441
0.00308 0.01207
0.00197 0.0097
0.00111 0.00731
0.00049 0.0049
0.00012 0.00246
0.0 0.0
0.00013 -0.00249
0.0005 -0.00495
0.00113 -0.00739
0.00201 -0.0098
0.00315 -0.01219
0.00453 -0.01455
0.00616 -0.01689
0.00805 -0.0192
0.01018 -0.02148
0.01256 -0.02373
0.01519 -0.02595
0.01807 -0.02814
0.0212 -0.0303
0.02457 -0.03243
0.02819 -0.03452
0.03205 -0.03657
0.03616 -0.03859
0.04051 -0.04057
0.0451 -0.04251
0.04993 -0.04441
0.055 -0.04626
0.06031 -0.04807
0.06585 -0.04983
0.07163 -0.05155
0.07765 -0.05322
0.08389 -0.05483
0.09037 -0.0564
0.09707 -0.05791
0.10401 -0.05936
0.11116 -0.06076
0.11855 -0.0621
0.12615 -0.06338
0.13397 -0.0646
0.14202 -0.06576
0.15027 -0.06685
0.15875 -0.06788
0.16743 -0.06884
0.17632 -0.06974
0.18542 -0.07056
0.19473 -0.07132
0.20424 -0.07201
0.21395 -0.07263
0.22385 -0.07318
0.23396 -0.07366
0.24425 -0.07407
0.25474 -0.0744
0.26541 -0.07466
0.27627 -0.07485
0.28731 -0.07497
0.29853 -0.07501
0.30992 -0.07498
0.32149 -0.07488
0.33323 -0.0747
0.34514 -0.07445
0.35721 -0.07414
0.36945 -0.07375
0.38184 -0.07329
0.39439 -0.07275
0.40709 -0.07215
0.41994 -0.07149
0.43294 -0.07075
0.44608 -0.06995
0.45936 -0.06908
0.47277 -0.06814
0.48632 -0.06714
0.5 -0.06608
0.5138 -0.06495
0.52773 -0.06376
0.54177 -0.06252
0.55593 -0.06121
0.57021 -0.05984
0.58458 -0.05842
0.59907 -0.05693
0.61365 -0.0554
0.62834 -0.0538
0.64311 -0.05216
0.65798 -0.05046
0.67293 -0.0487
0.68797 -0.0469
0.70308 -0.04504
0.71827 -0.04313
0.73353 -0.04117
0.74885 -0.03916
0.76424 -0.0371
0.77969 -0.03498
0.79519 -0.03282
0.81075 -0.03061
0.82635 -0.02835
0.842 -0.02604
0.85769 -0.02367
0.87341 -0.02126
0.88916 -0.01879
0.90494 -0.01627
0.92075 -0.0137
0.93658 -0.01107
0.95242 -0.00839
0.96827 -0.00565
0.98413 -0.00285
1.0 -0.0
